6.645570544374722333e-02,-3.177062960403688741e-01,3.872566078096305597e-01,1.495467460591582039e-02,-3.057761692127446418e-01,1.481716019374967663e+00,-1.271052830681244084e-01,3.684608243888662926e-01,-2.045349107549618989e-02,-5.717812129938497634e-01
-2.216418840193633000e-01,8.738937173626206700e-01,-6.103169110995746438e-01,-6.166964167955198833e-02,-2.065482840482960825e+00,-1.755181969779065210e-01,-3.501213734625169272e-01,-4.490030166997671102e-01,-1.837807473334135966e-01,-9.260292829327413378e-01
-3.498356250618298025e-01,6.828066181637054699e-02,9.692313492183500523e-02,-8.550215261392593025e-01,1.440959265032159750e-02,1.312720487202128972e+00,-2.338575984326905499e-01,1.259234513190235827e+00,-1.405197445472756435e-01,-7.540137557302077909e-01
-3.376661466252166566e-01,5.640051772473522185e-01,-6.360479676795923742e-01,-3.852441490576804517e-01,4.585120661117808027e-01,1.393621849140646296e-01,2.181616813011999501e-01,-4.220424433662711000e-02,-9.882982884782911537e-01,1.835722648917335054e-01
-3.953138315729238898e-03,6.448216063035114853e-01,6.594922441886742481e-01,-4.371453438822851534e-01,-7.972249362353563962e-01,-3.840243141773271307e-01,-4.032734813320007494e-01,6.367176415628456043e-01,1.189934094089733219e-01,4.275674977406181132e-02
8.634658389233723641e-01,1.149218910518312875e-01,5.167527565319958438e-02,4.256300736060834589e-01,1.946200225172970422e-01,8.930864346686455679e-01,-7.757907992557508958e-01,-7.940685384967363092e-01,-3.685495914967452658e-01,6.784376858860015069e-01
-7.250543681409323815e-01,1.797503744558565097e-01,-1.793743582131200609e-01,-1.086094499141037950e+00,7.186141556485335924e-01,1.009038242837362098e+00,8.180961465706612645e-02,1.399349197305624903e+00,-3.726414876226161188e-01,8.711178784370998684e-02
7.283239077839359643e-02,1.118786352491726310e+00,-7.369055680120965013e-01,3.017676765063861954e-01,-1.700222614322973280e+00,9.862834479930394915e-02,-4.707315766061926504e-02,-3.963311939795695071e-01,-3.418150654967924695e-01,-9.193805702637085631e-01
-7.871812827610665808e-01,8.170367259965201079e-01,9.703838699632061360e-01,-4.841651504291686892e-01,5.884680507301771890e-02,6.205255922160420046e-02,-9.158692655043717545e-01,3.071408748793310051e-01,-1.807931438223605858e-01,1.812635750869524276e-01
3.913197377620412087e-01,9.138199203353094546e-01,-5.300413199779357987e-01,5.187618240882588827e-01,1.041504195749484579e-01,2.205131658399333006e-01,-3.690064587689225739e-01,-7.305906351928731501e-01,-9.039770526051387201e-01,1.166162375008677338e-02
-1.166426899872075040e+00,6.078859591035809529e-02,-5.418692305565616651e-01,-3.472054499066689059e-01,-5.417405888779364131e-01,-3.436820403161260362e-01,1.563698295535171034e+00,-5.474381831040786572e-01,8.686379486142488393e-02,2.154062418250599076e-01
-7.574137212164303579e-01,6.433037139762056711e-01,4.464629419180481951e-01,4.521543269795358366e-01,5.216730744256270480e-01,5.067896221705452398e-01,-9.849285160578653553e-01,-3.037080160050329991e-01,-2.088246076368979465e-01,6.699527459016835218e-01
