1.154317010283422568e-01,-2.749881199601581505e-01,3.881162826048126790e-01,8.100747976609222467e-03,-1.337037096594365926e-01,9.514930530652236929e-01,-4.295559526044323562e-02,1.498874179380440541e-01,-9.268026509803954649e-04,-3.216858612327786471e-01
-1.963925681912388199e-01,-1.440375188964706787e-01,1.928825783449270026e-01,-2.750532095007657274e-01,-3.611623325417156471e-01,1.513408367820558764e+00,-2.199930488698546016e-01,7.869275294910854646e-01,-2.211212010793289773e-02,-8.272062003099885930e-01
-5.462541150391266725e-03,9.709137519257873272e-01,-6.866494580964649375e-01,1.483436783160351213e-01,-1.547989534503173337e+00,9.585565073797369662e-02,-2.849445273214344376e-01,-4.585930152527586956e-01,-1.861965918254879782e-01,-8.075244331225025496e-01
-1.022634565602540194e-02,1.016316504315422087e+00,-6.836767426782284218e-01,1.698215849951649759e-01,-1.824632208929429789e+00,-6.332199151360694278e-02,1.331182836474878103e-02,-3.266471539937995106e-01,-4.121478073888437121e-01,-9.164115477691453515e-01
-5.910880079113971508e-01,1.833486268017375520e-01,2.936331093296004613e-02,-1.235397767429796012e+00,4.936299612443783569e-01,1.256191105181828860e+00,-7.774180841623723470e-02,1.654021866197374901e+00,-2.561816560882037574e-01,-4.703185100066952784e-01
-7.447677764243244569e-01,3.360951338735588267e-01,-3.858349949477624663e-01,-7.231162199082269426e-01,7.410107880298615335e-01,6.583442534118122413e-01,1.037951927602380753e-01,7.286562099927443859e-01,-6.817836391208930147e-01,5.111358008678380527e-01
8.734575197387904610e-02,8.327239036369776803e-01,-7.808554573593169401e-01,5.370207777775243274e-02,2.068425463614358695e-01,-2.923925615579839321e-02,8.198213071089632820e-02,-5.198803235893604269e-01,-1.143435505586084311e+00,-1.580825998296935819e-01
-4.599523229602889840e-01,9.259919051780841626e-01,9.900651644368166915e-01,-7.054606888864392022e-01,-4.670378207472239418e-01,-1.769080297411809721e-01,-8.027677014017140511e-01,5.978803561176380121e-01,-7.007446626710606141e-02,-6.419122456533221666e-02
1.193430755867431747e-01,3.559760613366262927e-01,3.829851961414992290e-01,-9.456168233531984935e-02,-6.372398438962301181e-01,-3.344164868317681671e-01,-1.375587756486821300e-01,4.183138139144718659e-01,1.514453554680736669e-01,3.165593445820052976e-01
5.539438792575537285e-01,7.775773443214496483e-01,-1.038937750351686534e-01,8.528615755423023526e-01,2.477691881225552728e-01,7.764616410599942675e-01,-9.600832548991171667e-01,-9.538514237047568400e-01,-6.290138925437954720e-01,5.786483275548299776e-01
7.535786645468289802e-01,-2.618676839234890807e-01,1.268760605955497889e-01,3.769256606208325894e-02,7.377988839523086373e-02,7.913657895242053320e-01,-4.379503975294266604e-01,-4.802329235554633202e-01,-2.148481100825956336e-01,4.388441970011620064e-01
-1.047743170016205649e+00,6.888655298528163495e-01,7.724021784192351969e-01,1.673847528382936545e-01,5.655412607181098394e-01,3.693292446752528546e-01,-1.115433155516161845e+00,-1.363772865238617737e-01,-1.756391962759456526e-01,6.236576910705069476e-01
-2.576651305727007402e-01,4.066508088895694484e-01,-2.619663972196840107e-01,-1.025643521954776316e-01,-1.359010940430191772e+00,-1.953241497598374732e-01,-3.243798281440299913e-01,-2.976320655673900806e-01,3.833163209713369435e-02,-5.264271940135275551e-01
-8.416561396816214513e-01,1.054210594690916103e-01,-9.759044743531565536e-02,-1.262377046296206673e-01,-4.607245165794537911e-01,-2.169478532195126264e-01,1.084406226209259083e+00,-3.633756141601873768e-01,1.063725547738937210e-01,1.934535755439956983e-01
-8.774821475312493124e-01,4.240504353282922856e-03,-6.858846749518401342e-01,-3.635713416702973100e-01,-3.585325311954382643e-01,-3.117217802477717514e-01,1.216901226982600726e+00,-4.660853812511218663e-01,2.073718947787129077e-02,1.373359284611298803e-01
-6.848859592249720296e-02,-7.155884397501882654e-02,7.515086179510874209e-02,2.159353814791512352e-02,1.864628552867763078e-01,2.473988238704623033e-01,8.586496898474099693e-02,-5.481112858979550473e-02,-5.758085433375768197e-02,-1.331365906240801755e-01
